agent_name	grounding	other_mapping	cui
DRD	"('FPLX', 'DRD')"	"{'FPLX': 'DRD', 'TEXT': 'DrD', 'MESH': 'D011954', 'GO': 'GO:0004952', 'IP': 'IPR000929', 'NCIT': 'C17066'}"	C1851920
birc5.1-b	"('UP', 'Q4R1J6')"	"{'UP': 'Q4R1J6', 'TEXT': 'Survivin'}"	C0664336
ASMase inhibitor	"(None, None)"	{'TEXT': 'ASMase inhibitor'}	C0037903
membrane raft assembly	"('GO', 'GO:0001765')"	"{'GO': 'GO:0001765', 'TEXT': 'lipid raft formation'}"	C1326279
SCGB1D4	"('HGNC', '31748')"	"{'UP': 'Q6XE38', 'TEXT': 'IIS', 'HGNC': '31748'}"	C1822654
Flushing	"('MESH', 'D005483')"	"{'MESH': 'D005483', 'TEXT': 'flushing'}"	C0016382
graphene	"('CHEBI', 'CHEBI:36973')"	"{'CHEBI': 'CHEBI:36973', 'TEXT': 'graphene'}"	C2936695
desipramine	"('CHEBI', 'CHEBI:47781')"	"{'CHEBI': 'CHEBI:47781', 'TEXT': 'desipramine', 'MESH': 'D003891', 'DRUGBANK': 'DB01151', 'HMDB': 'HMDB0015282', 'CHEMBL': 'CHEMBL72', 'PUBCHEM': '2995', 'CAS': '50-47-5'}"	C0011685
Stroke	"('MESH', 'D020521')"	"{'MESH': 'D020521', 'TEXT': 'Stroke'}"	C0038454
phosphoenolpyruvate carboxykinase	"(None, None)"	"{'PF': 'PF01293', 'TEXT': 'phosphoenolpyruvate carboxykinase'}"	C0251211
SMPD1	"('HGNC', '11120')"	"{'UP': 'P17405', 'TEXT': 'ASMase', 'HGNC': '11120', 'MESH': 'D013108'}"	C0037903
TF	"('HGNC', '11740')"	"{'UP': 'P02787', 'TEXT': 'transferrin', 'HGNC': '11740', 'MESH': 'D014168'}"	C4048299
HSPA	"('FPLX', 'HSPA')"	"{'FPLX': 'HSPA', 'TEXT': 'Heat shock protein 70', 'PF': 'PF00012', 'MESH': 'D018840'}"	C0243043
G6PC	"('HGNC', '4056')"	"{'UP': 'P35575', 'TEXT': 'glucose-6-phosphatase', 'HGNC': '4056', 'MESH': 'D005952'}"	C1414892
AKT1	"('HGNC', '391')"	"{'UP': 'P31749', 'TEXT': 'Protein Kinase B', 'HGNC': '391', 'MESH': 'D051057'}"	C0812228
silicic acid	"('CHEBI', 'CHEBI:26675')"	"{'PUBCHEM': '14942', 'TEXT': 'silicic acid', 'HMDB': 'HMDB0031436', 'CHEBI': 'CHEBI:26675', 'MESH': 'D012824', 'CAS': '10193-36-9'}"	C0037105
silicon dioxide	"('CHEBI', 'CHEBI:30563')"	"{'PUBCHEM': '24261', 'TEXT': 'silica', 'HMDB': 'HMDB0035659', 'MESH': 'D012822', 'CAS': '7631-86-9', 'CHEMBL': 'CHEMBL3188292', 'CHEBI': 'CHEBI:30563', 'DRUGBANK': 'DB11132'}"	C0037098
PI3K	"('FPLX', 'PI3K')"	"{'FPLX': 'PI3K', 'TEXT': 'PI3-kinase', 'NCIT': 'C17270'}"	C2936824
"phosphatidylinositol-4,5-bisphosphate 3-kinase"	"(None, None)"	"{'TEXT': 'phosphatidylinositol-4,5-bisphosphate 3-kinase'}"	C0031621
monoclonal antibody 6E10	"(None, None)"	{'TEXT': 'monoclonal antibody 6E10'}	C0003250
AKT1	"('HGNC', '391')"	"{'UP': 'P31749', 'TEXT': 'phospho-PKB', 'HGNC': '391', 'MESH': 'D051057'}"	C0812228
TEAD1	"('HGNC', '11714')"	"{'UP': 'P28347', 'TEXT': 'AA', 'HGNC': '11714'}"	C1420679
ascorbic acid	"('CHEBI', 'CHEBI:22652')"	"{'CHEBI': 'CHEBI:22652', 'TEXT': 'ascorbic acid'}"	C0003968
kif7	"('UP', 'Q54TL0')"	"{'UP': 'Q54TL0', 'TEXT': 'Kinesin-1'}"	C1537482
Zinc	"(None, None)"	{'TEXT': 'Zinc'}	C0043481
SHANK2	"('HGNC', '14295')"	"{'UP': 'Q9UPX8', 'TEXT': 'Shank', 'HGNC': '14295'}"	C1438514
SHANK3	"('HGNC', '14294')"	"{'UP': 'Q9BYB0', 'TEXT': 'ProSAP2', 'HGNC': '14294'}"	C2699243
SHANK3	"('HGNC', '14294')"	"{'UP': 'Q9BYB0', 'TEXT': 'Shank3', 'HGNC': '14294'}"	C2699243
PGP	"('HGNC', '8909')"	"{'UP': 'A6NDG6', 'TEXT': 'P-gp', 'HGNC': '8909'}"	C1418520
p.R240H	"(None, None)"	{'TEXT': 'p.R240H'}	C0369773
GHR	"('HGNC', '4263')"	"{'UP': 'P10912', 'TEXT': 'ghr', 'HGNC': '4263', 'MESH': 'D011986'}"	C1415063
PBK	"('HGNC', '18282')"	"{'UP': 'Q96KB5', 'TEXT': 'PBK', 'HGNC': '18282'}"	C1538595
D-proline	"('CHEBI', 'CHEBI:16313')"	"{'PUBCHEM': '6971012', 'TEXT': 'Dpr', 'DRUGBANK': 'DB02853', 'CHEMBL': 'CHEMBL80257', 'CAS': '344-25-2', 'HMDB': 'HMDB0003411', 'CHEBI': 'CHEBI:16313'}"	C0033382
nitric oxide	"('CHEBI', 'CHEBI:16480')"	"{'PUBCHEM': '145068', 'TEXT': 'nitric oxide', 'CHEMBL': 'CHEMBL1200689', 'CHEBI': 'CHEBI:16480', 'DRUGBANK': 'DB00435', 'CAS': '10102-43-9', 'MESH': 'D009569', 'HMDB': 'HMDB0003378'}"	C0028128
LTF	"('HGNC', '6720')"	"{'UP': 'P02788', 'TEXT': 'LF', 'HGNC': '6720', 'MESH': 'D007781'}"	C1435815
SIL1	"('HGNC', '24624')"	"{'UP': 'Q9H173', 'TEXT': 'SIL1', 'HGNC': '24624'}"	C1822725
tag SNP	"(None, None)"	{'TEXT': 'tag SNP'}	C0752046
Ibotenic acid	"('CHEBI', 'CHEBI:5854')"	"{'CHEBI': 'CHEBI:5854', 'TEXT': 'ibotenic acid', 'CHEMBL': 'CHEMBL284895', 'CAS': '2552-55-8', 'MESH': 'D007051', 'PUBCHEM': '1233'}"	C0020738
ATP	"('CHEBI', 'CHEBI:15422')"	"{'PUBCHEM': '5957', 'TEXT': 'adenosine triphosphate', 'CAS': '56-65-5', 'CHEBI': 'CHEBI:15422', 'MESH': 'D000255', 'HMDB': 'HMDB0000538', 'DRUGBANK': 'DB00171', 'CHEMBL': 'CHEMBL14249'}"	C2744579
CLU	"('HGNC', '2095')"	"{'UP': 'P10909', 'TEXT': 'Clusterin', 'MESH': 'D051152', 'HGNC': '2095'}"	C1413514
LL-37	"('CHEBI', 'CHEBI:81664')"	"{'CHEBI': 'CHEBI:81664', 'TEXT': 'LL-37'}"	C4554676
ozonide	"('CHEBI', 'CHEBI:29382')"	"{'PUBCHEM': '11966307', 'TEXT': 'ozonide', 'CHEBI': 'CHEBI:29382', 'CAS': '12596-80-4'}"	C1721382
oxidative phosphorylation	"('GO', 'GO:0006119')"	"{'GO': 'GO:0006119', 'TEXT': 'oxidative phosphorylation', 'MESH': 'D010085'}"	C0030013
metformin	"('CHEBI', 'CHEBI:6801')"	"{'PUBCHEM': '4091', 'TEXT': 'metformin', 'CAS': '657-24-9', 'MESH': 'D008687', 'CHEMBL': 'CHEMBL1431', 'HMDB': 'HMDB0001921', 'DRUGBANK': 'DB00331', 'CHEBI': 'CHEBI:6801'}"	C0025598
CTSD	"('HGNC', '2529')"	"{'UP': 'P07339', 'TEXT': 'CTSD', 'HGNC': '2529', 'MESH': 'D002402'}"	C0007427
Anti-ATP synthase	"(None, None)"	{'TEXT': 'Anti-ATP synthase'}	C0132555
Hyperglycemia	"('MESH', 'D006943')"	"{'MESH': 'D006943', 'TEXT': 'Hyperglycemia'}"	C0020456
Riluzole	"('CHEBI', 'CHEBI:8863')"	"{'CHEBI': 'CHEBI:8863', 'TEXT': 'Riluzole', 'CAS': '1744-22-5', 'PUBCHEM': '5070', 'MESH': 'D019782', 'DRUGBANK': 'DB00740', 'CHEMBL': 'CHEMBL744'}"	C0073379
Herpes Simplex	"('MESH', 'D006561')"	"{'MESH': 'D006561', 'TEXT': 'herpes simplex', 'DOID': 'DOID:8566'}"	C0019348
glucose	"('CHEBI', 'CHEBI:17234')"	"{'CHEBI': 'CHEBI:17234', 'TEXT': 'Glucose'}"	C0017725
CASP3	"('HGNC', '1504')"	"{'UP': 'P42574', 'TEXT': 'caspase-3', 'HGNC': '1504', 'MESH': 'D053148'}"	C0291573
Riluzole	"('CHEBI', 'CHEBI:8863')"	"{'CHEBI': 'CHEBI:8863', 'TEXT': 'riluzole', 'CAS': '1744-22-5', 'PUBCHEM': '5070', 'MESH': 'D019782', 'DRUGBANK': 'DB00740', 'CHEMBL': 'CHEMBL744'}"	C0073379
CLU	"('HGNC', '2095')"	"{'UP': 'P10909', 'TEXT': 'clusterin', 'MESH': 'D051152', 'HGNC': '2095'}"	C1413514
ELN	"('HGNC', '3327')"	"{'UP': 'P15502', 'TEXT': 'elastin', 'HGNC': '3327'}"	C0013765
neurotrophic factors	"(None, None)"	{'TEXT': 'neurotrophic factors'}	C0027754
BMP	"('FPLX', 'BMP')"	"{'FPLX': 'BMP', 'TEXT': 'BMP', 'NCIT': 'C17274', 'PF': 'PF02608'}"	C0053932
Met-His	"('CHEBI', 'CHEBI:74703')"	"{'PUBCHEM': '7408323', 'TEXT': 'MH', 'CHEBI': 'CHEBI:74703', 'CHEMBL': 'CHEMBL1222264'}"	C1550543
oxidopamine	"('CHEBI', 'CHEBI:78741')"	"{'PUBCHEM': '4624', 'TEXT': '6-hydroxydopamine', 'CHEBI': 'CHEBI:78741', 'CHEMBL': 'CHEMBL337702', 'HMDB': 'HMDB0001537', 'MESH': 'D016627'}"	C0085196
3-hydroxykynurenine	"('CHEBI', 'CHEBI:1547')"	"{'CHEBI': 'CHEBI:1547', 'TEXT': '3-hydroxykynurenine', 'HMDB': 'HMDB0000732', 'PUBCHEM': '89', 'CAS': '484-78-6', 'CHEMBL': 'CHEMBL442576'}"	C0047472
tACS	"(None, None)"	{'TEXT': 'tACS'}	C2349419
Down Syndrome	"('MESH', 'D004314')"	"{'MESH': 'D004314', 'TEXT': 'trisomy 21'}"	C0013080
prostaglandin-endoperoxide synthase	"(None, None)"	{'TEXT': 'prostaglandin-endoperoxide synthase'}	C0033551
COX	"('FPLX', 'COX')"	"{'FPLX': 'COX', 'TEXT': 'COX', 'NCIT': 'C26034', 'GO': 'GO:0005751', 'HGNC_GROUP': '643', 'ECCODE': '1.9.3.1', 'MESH': 'D003576'}"	C1565830
ZGLP1	"('HGNC', '37245')"	"{'UP': 'P0C6A0', 'TEXT': 'GLP-1', 'HGNC': '37245'}"	C3539624
ACE-I/I homozygote	"(None, None)"	{'TEXT': 'ACE-I/I homozygote'}	C0021966
ACE	"('HGNC', '2707')"	"{'UP': 'P12821', 'TEXT': 'ACE', 'MESH': 'D007703', 'HGNC': '2707'}"	C1452534
Cerebral Infarction	"('MESH', 'D002544')"	"{'MESH': 'D002544', 'TEXT': 'cerebral infarction', 'DOID': 'DOID:3526'}"	C0007785
Osteoporosis	"('MESH', 'D010024')"	"{'MESH': 'D010024', 'TEXT': 'osteoporosis'}"	C0029456
Intellectual Disability	"('MESH', 'D008607')"	"{'MESH': 'D008607', 'TEXT': 'mental retardation'}"	C3714756
glucose metabolic process	"('GO', 'GO:0006006')"	"{'GO': 'GO:0006006', 'TEXT': 'glucose metabolism'}"	C0596620
Ketosis	"('MESH', 'D007662')"	"{'MESH': 'D007662', 'TEXT': 'ketosis'}"	C0022638
PSEN	"(None, None)"	{'TEXT': 'PSEN'}	C4332224
GSK3	"('FPLX', 'GSK3')"	"{'FPLX': 'GSK3', 'TEXT': 'GSK3', 'MESH': 'D038362'}"	C0244989
CD2AP	"('HGNC', '14258')"	"{'UP': 'Q9Y5K6', 'TEXT': 'CD2-associated protein', 'HGNC': '14258'}"	C1422519
CD2AP	"('HGNC', '14258')"	"{'UP': 'Q9Y5K6', 'TEXT': 'CD2AP', 'HGNC': '14258'}"	C1422519
localization	"('GO', 'GO:0051179')"	"{'GO': 'GO:0051179', 'TEXT': 'localization'}"	C1744691
speck-like protein	"(None, None)"	{'TEXT': 'speck-like protein'}	C0033684
MAS1	"('HGNC', '6899')"	"{'UP': 'P04201', 'TEXT': 'Mas', 'HGNC': '6899'}"	C0812372
Mas receptor	"(None, None)"	{'TEXT': 'Mas receptor'}	C1096155
Starvation	"('MESH', 'D013217')"	"{'MESH': 'D013217', 'TEXT': 'starvation'}"	C0038187
ABCA7	"('HGNC', '37')"	"{'UP': 'Q8IZY2', 'TEXT': 'Abca7', 'HGNC': '37'}"	C1412066
fructose	"('CHEBI', 'CHEBI:28757')"	"{'CHEBI': 'CHEBI:28757', 'TEXT': 'fructose', 'MESH': 'D005632', 'CAS': '30237-26-4', 'DRUGBANK': 'DB04173'}"	C0016745
protein catabolic process	"('GO', 'GO:0030163')"	"{'GO': 'GO:0030163', 'TEXT': 'protein catabolism'}"	C1623036
SLC9A6	"('HGNC', '11079')"	"{'UP': 'Q92581', 'TEXT': 'NHE6', 'HGNC': '11079'}"	C1420240
LRP8	"('HGNC', '6700')"	"{'UP': 'Q14114', 'TEXT': 'Apoer2', 'HGNC': '6700'}"	C1416919
Glaucoma	"('MESH', 'D005901')"	"{'MESH': 'D005901', 'TEXT': 'Glaucoma'}"	C0017601
O2-2O2	"(None, None)"	{'TEXT': 'O2-2O2'}	C0030054
GSTO2	"('HGNC', '23064')"	"{'UP': 'Q9H4Y5', 'TEXT': 'GSTO2', 'HGNC': '23064'}"	C1427885
GSTO1	"('HGNC', '13312')"	"{'UP': 'P78417', 'TEXT': 'GSTO1', 'HGNC': '13312'}"	C1421933
ApoE receptor	"(None, None)"	{'TEXT': 'ApoE receptor'}	C0051300
PTB-APs	"(None, None)"	{'TEXT': 'PTB-APs'}	C0001468
endocytosis	"('GO', 'GO:0006897')"	"{'GO': 'GO:0006897', 'TEXT': 'endocytosis', 'MESH': 'D004705'}"	C0014139
ApoE2	"(None, None)"	{'TEXT': 'ApoE2'}	C0052198
LRP8	"('HGNC', '6700')"	"{'UP': 'Q14114', 'TEXT': 'Lrp8', 'HGNC': '6700'}"	C1416919
PH	"('UP', 'P04871')"	"{'UP': 'P04871', 'TEXT': 'pH'}"	C4049686
pepA	"('UP', 'O06865')"	"{'UP': 'O06865', 'TEXT': 'AMPA-'}"	C1539110
INSR	"('HGNC', '6091')"	"{'UP': 'P06213', 'TEXT': 'insulin receptor', 'HGNC': '6091'}"	C1448132
HSPA5	"('HGNC', '5238')"	"{'UP': 'P11021', 'TEXT': 'Grp78', 'HGNC': '5238'}"	C1415761
CLU	"('HGNC', '2095')"	"{'UP': 'P10909', 'TEXT': 'Clu', 'MESH': 'D051152', 'HGNC': '2095'}"	C1413514
HSP90B1	"('HGNC', '12028')"	"{'UP': 'P14625', 'TEXT': 'Grp94', 'HGNC': '12028'}"	C1825546
hormone	"('CHEBI', 'CHEBI:24621')"	"{'CHEBI': 'CHEBI:24621', 'TEXT': 'hormone', 'MESH': 'D006728'}"	C0019932
yessotoxin	"(None, None)"	{'TEXT': 'yessotoxin'}	C0085036
adenosine 5'-monophosphate	"('CHEBI', 'CHEBI:16027')"	"{'PUBCHEM': '6083', 'TEXT': 'adenosine monophosphate', 'HMDB': 'HMDB0000045', 'CHEBI': 'CHEBI:16027', 'DRUGBANK': 'DB00131', 'CAS': '61-19-8', 'CHEMBL': 'CHEMBL752'}"	C0001465
DKK1	"('HGNC', '2891')"	"{'UP': 'O94907', 'TEXT': 'Dickkopf-1', 'HGNC': '2891'}"	C1414057
OXA1L	"('HGNC', '8526')"	"{'UP': 'Q15070', 'TEXT': 'HSA', 'HGNC': '8526'}"	C1418206
D-threo-isocitric acid	"('CHEBI', 'CHEBI:151')"	"{'PUBCHEM': '5318532', 'TEXT': 'ICI', 'CAS': '6061-97-8', 'HMDB': 'HMDB0001874', 'CHEMBL': 'CHEMBL390356', 'CHEBI': 'CHEBI:151'}"	C1304810
dehydroepiandrosterone	"('CHEBI', 'CHEBI:28689')"	"{'CHEBI': 'CHEBI:28689', 'TEXT': 'dehydroepiandrosterone', 'CHEMBL': 'CHEMBL90593', 'CAS': '53-43-0', 'PUBCHEM': '5881', 'MESH': 'D003687', 'DRUGBANK': 'DB01708'}"	C0011185
HCN1	"('HGNC', '4845')"	"{'UP': 'O60741', 'TEXT': 'HCN1', 'HGNC': '4845'}"	C1415498
TAC1	"('HGNC', '11517')"	"{'UP': 'P20366', 'TEXT': 'PPT', 'HGNC': '11517'}"	C1420563
ADAM9	"('HGNC', '216')"	"{'UP': 'Q13443', 'TEXT': 'ADAM9', 'HGNC': '216'}"	C1412207
estrogen	"('CHEBI', 'CHEBI:50114')"	"{'CHEBI': 'CHEBI:50114', 'TEXT': 'Estrogen'}"	C0014939
smc	"('UP', 'Q5N0D2')"	"{'UP': 'Q5N0D2', 'TEXT': 'SMC'}"	C0021665
Infections	"('MESH', 'D007239')"	"{'MESH': 'D007239', 'TEXT': 'infections', 'EFO': '0000544'}"	C3714514
dihydrolipoamide	"('CHEBI', 'CHEBI:17694')"	"{'PUBCHEM': '663', 'TEXT': 'dihydrolipoamide', 'HMDB': 'HMDB0000985', 'CAS': '3884-47-7', 'CHEBI': 'CHEBI:17694'}"	C0058086
hexadecanoic acid	"('CHEBI', 'CHEBI:15756')"	"{'PUBCHEM': '985', 'TEXT': 'palmitic acid', 'CHEMBL': 'CHEMBL82293', 'DRUGBANK': 'DB03796', 'HMDB': 'HMDB0000220', 'MESH': 'D019308', 'CHEBI': 'CHEBI:15756', 'CAS': '57-10-3'}"	C0030234
OGG1	"('HGNC', '8125')"	"{'UP': 'O15527', 'TEXT': 'OGG1', 'HGNC': '8125'}"	C1313359
SYP	"('HGNC', '11506')"	"{'UP': 'P08247', 'TEXT': 'synaptophysin', 'HGNC': '11506', 'MESH': 'D016708'}"	C0085255
YBX1	"('HGNC', '8014')"	"{'UP': 'P67809', 'TEXT': 'YB-1', 'HGNC': '8014', 'MESH': 'D051840'}"	C1823882
YBX1	"('HGNC', '8014')"	"{'UP': 'P67809', 'TEXT': 'Y-Box Binding Protein 1', 'HGNC': '8014', 'MESH': 'D051840'}"	C1823882
IGF1	"('HGNC', '5464')"	"{'UP': 'P05019', 'TEXT': 'IGF-1', 'HGNC': '5464', 'MESH': 'D007334'}"	C0021665
Retinal Degeneration	"('MESH', 'D012162')"	"{'MESH': 'D012162', 'TEXT': 'retinal degeneration'}"	C0035304
FADH2	"('CHEBI', 'CHEBI:17877')"	"{'PUBCHEM': '446013', 'TEXT': 'FDA', 'HMDB': 'HMDB0001197', 'CAS': '1910-41-4', 'CHEBI': 'CHEBI:17877'}"	C0044036
Disease Progression	"('MESH', 'D018450')"	"{'MESH': 'D018450', 'TEXT': 'disease progression'}"	C0242656
serotonin	"('CHEBI', 'CHEBI:28790')"	"{'CHEBI': 'CHEBI:28790', 'TEXT': 'Serotonin', 'DRUGBANK': 'DB08839', 'MESH': 'D012701', 'CAS': '50-67-9', 'PUBCHEM': '5202', 'HMDB': 'HMDB0000259', 'CHEMBL': 'CHEMBL39'}"	C0036751
hydrazide	"('CHEBI', 'CHEBI:35362')"	"{'CHEBI': 'CHEBI:35362', 'TEXT': 'hydrazide'}"	C0682951
Protease	"('FPLX', 'Protease')"	"{'FPLX': 'Protease', 'TEXT': 'protease', 'NCIT': 'C16965', 'MESH': 'D010447'}"	C0030946
simvastatin	"('CHEBI', 'CHEBI:9150')"	"{'CHEBI': 'CHEBI:9150', 'TEXT': 'Simvastatin', 'MESH': 'D019821', 'CHEMBL': 'CHEMBL1064', 'DRUGBANK': 'DB00641', 'HMDB': 'HMDB0005007', 'CAS': '79902-63-9', 'PUBCHEM': '54454'}"	C0074554
SOD1	"('HGNC', '11179')"	"{'UP': 'P00441', 'TEXT': 'SOD1', 'HGNC': '11179'}"	C1420306
Neoplasms	"('MESH', 'D009369')"	"{'MESH': 'D009369', 'TEXT': 'tumor'}"	C0027651
hydralazine	"('CHEBI', 'CHEBI:5775')"	"{'CHEBI': 'CHEBI:5775', 'TEXT': 'Hydralazine', 'CHEMBL': 'CHEMBL276832', 'CAS': '86-54-4', 'HMDB': 'HMDB0015400', 'MESH': 'D006830', 'DRUGBANK': 'DB01275', 'PUBCHEM': '3637'}"	C0020223
lipid modification	"('GO', 'GO:0030258')"	"{'GO': 'GO:0030258', 'TEXT': 'lipid modification'}"	C1158406
FBN1	"('HGNC', '3603')"	"{'UP': 'P35555', 'TEXT': 'mass', 'HGNC': '3603', 'MESH': 'D000071838'}"	C0244756
acetylcholine	"('CHEBI', 'CHEBI:15355')"	"{'CHEBI': 'CHEBI:15355', 'TEXT': 'acetylcholine', 'CAS': '51-84-3', 'MESH': 'D000109', 'PUBCHEM': '187', 'DRUGBANK': 'DB03128', 'CHEMBL': 'CHEMBL667', 'HMDB': 'HMDB0000895'}"	C0001041
cell killing	"('GO', 'GO:0001906')"	"{'GO': 'GO:0001906', 'TEXT': 'necrosis'}"	C0599733
ACHE	"('HGNC', '108')"	"{'UP': 'P22303', 'TEXT': 'acetylcholinesterase', 'MESH': 'D000110', 'HGNC': '108'}"	C0234238
TREM2	"('HGNC', '17761')"	"{'UP': 'Q9NZC2', 'TEXT': 'triggering receptor expressed on myeloid cells 2', 'HGNC': '17761'}"	C1143976
CNR2	"('HGNC', '2160')"	"{'UP': 'P34972', 'TEXT': 'CB2', 'HGNC': '2160'}"	C1413555
17alpha-ethynylestradiol	"('CHEBI', 'CHEBI:4903')"	"{'PUBCHEM': '5991', 'TEXT': 'estrogen', 'DRUGBANK': 'DB00977', 'MESH': 'D004997', 'HMDB': 'HMDB0001926', 'CHEBI': 'CHEBI:4903', 'CAS': '57-63-6', 'CHEMBL': 'CHEMBL691'}"	C0015011
KLK8	"('HGNC', '6369')"	"{'UP': 'O60259', 'TEXT': 'KLK8', 'HGNC': '6369'}"	C1416679
antagonist	"('CHEBI', 'CHEBI:48706')"	"{'CHEBI': 'CHEBI:48706', 'TEXT': 'antagonist'}"	C0231491
"N,N-dimethylsphingosine"	"('CHEBI', 'CHEBI:78759')"	"{'PUBCHEM': '5282309', 'TEXT': 'DMS', 'CHEMBL': 'CHEMBL322333', 'HMDB': 'HMDB0013645', 'CAS': '122314-67-4', 'CHEBI': 'CHEBI:78759'}"	C0369718
ADH1B	"('HGNC', '250')"	"{'UP': 'P00325', 'TEXT': 'ADH1B', 'HGNC': '250'}"	C1412236
PPAR	"('FPLX', 'PPAR')"	"{'FPLX': 'PPAR', 'TEXT': 'PPAR', 'MESH': 'D047492', 'IP': 'IPR003074'}"	C0166418
NR3C2	"('HGNC', '7979')"	"{'UP': 'P08235', 'TEXT': 'MR', 'HGNC': '7979', 'MESH': 'D018161'}"	C3254418
PODXL	"('HGNC', '9171')"	"{'UP': 'O00592', 'TEXT': 'PC', 'HGNC': '9171'}"	C1418724
Znf804a	"('UP', 'A2AKY4')"	"{'UP': 'A2AKY4', 'TEXT': 'Zfp804a'}"	C1824069
NO/cGMP	"(None, None)"	{'TEXT': 'NO/cGMP'}	C0018338
ALOX5	"('HGNC', '435')"	"{'UP': 'P09917', 'TEXT': 'ALOX5', 'MESH': 'D001094', 'HGNC': '435'}"	C0003693
CHAT	"('HGNC', '1912')"	"{'UP': 'P28329', 'TEXT': 'CHAT', 'MESH': 'D002795', 'HGNC': '1912'}"	C4082365
Diabetes Mellitus	"('MESH', 'D003920')"	"{'MESH': 'D003920', 'TEXT': 'Diabetes mellitus'}"	C0011849
Weight Loss	"('MESH', 'D015431')"	"{'MESH': 'D015431', 'TEXT': 'Weight reductions'}"	C1262477
Fibrosis	"('MESH', 'D005355')"	"{'MESH': 'D005355', 'TEXT': 'fibrosis', 'EFO': '0006890'}"	C0016059
Alzheimer Disease	"('MESH', 'D000544')"	"{'MESH': 'D000544', 'TEXT': 'dementia, Alzheimer'}"	C0002395
MS4A4E	"('HGNC', '14284')"	"{'UP': 'Q96PG1', 'TEXT': 'MS4A4E', 'HGNC': '14284'}"	C1422542
Vascular Diseases	"('MESH', 'D014652')"	"{'MESH': 'D014652', 'TEXT': 'vascular diseases', 'EFO': '0004264'}"	C0042373
Hypercholesterolemia	"('MESH', 'D006937')"	"{'MESH': 'D006937', 'TEXT': 'elevated cholesterol', 'HP': 'HP:0003124'}"	C0020443
PSMD4	"('HGNC', '9561')"	"{'UP': 'P55036', 'TEXT': 'AF', 'HGNC': '9561'}"	C1419034
statin	"('CHEBI', 'CHEBI:87631')"	"{'CHEBI': 'CHEBI:87631', 'TEXT': 'statin'}"	C0360714
Hypercholesterolemia	"('MESH', 'D006937')"	"{'MESH': 'D006937', 'TEXT': 'high cholesterol levels', 'HP': 'HP:0003124'}"	C0020443
p62	"('UP', 'P0CA05')"	"{'UP': 'P0CA05', 'TEXT': 'p62'}"	C1423548
Sepsis	"('MESH', 'D018805')"	"{'MESH': 'D018805', 'TEXT': 'sepsis', 'HP': 'HP:0100806'}"	C0243026
saponin	"('CHEBI', 'CHEBI:26605')"	"{'CHEBI': 'CHEBI:26605', 'TEXT': 'saponin', 'MESH': 'D012503'}"	C0520481
inducible nitric-oxide synthase	"(None, None)"	{'TEXT': 'inducible nitric-oxide synthase'}	C1533698
Cerebrovascular Disorders	"('MESH', 'D002561')"	"{'MESH': 'D002561', 'TEXT': 'cerebrovascular diseases', 'EFO': '0003763'}"	C0007820
CFH	"('HGNC', '4883')"	"{'UP': 'P08603', 'TEXT': 'HF', 'HGNC': '4883'}"	C1538440
EF network	"(None, None)"	{'TEXT': 'EF network'}	C0150775
MMP3	"('HGNC', '7173')"	"{'UP': 'P08254', 'TEXT': 'matrix metalloproteinase-3', 'HGNC': '7173'}"	C0164371
Glu-Met	"('CHEBI', 'CHEBI:73507')"	"{'PUBCHEM': '6426949', 'TEXT': 'EM', 'HMDB': 'HMDB0028825', 'CHEBI': 'CHEBI:73507'}"	C0220839
CLOCK	"('HGNC', '2082')"	"{'UP': 'O15516', 'TEXT': 'CLOCK', 'HGNC': '2082'}"	C1413503
BACE2	"('HGNC', '934')"	"{'UP': 'Q9Y5Z0', 'TEXT': 'BACE2', 'HGNC': '934'}"	C1412728
bile acid	"('CHEBI', 'CHEBI:3098')"	"{'CHEBI': 'CHEBI:3098', 'TEXT': 'bile acid'}"	C0005390
NFIL3	"('HGNC', '7787')"	"{'UP': 'Q16649', 'TEXT': 'E4BP4', 'HGNC': '7787'}"	C1417706
MMP9	"('HGNC', '7176')"	"{'UP': 'P14780', 'TEXT': 'matrix metalloproteinase-9', 'MESH': 'D020780', 'HGNC': '7176'}"	C0165519
ARNTL	"('HGNC', '701')"	"{'UP': 'O00327', 'TEXT': 'BMAL1', 'HGNC': '701'}"	C1412544
TUDCA	"(None, None)"	"{'PUBCHEM': '12443252', 'TEXT': 'TUDCA'}"	C0075857
D-box genes	"(None, None)"	{'TEXT': 'D-box genes'}	C0017337
CCL2	"('HGNC', '10618')"	"{'UP': 'P13500', 'TEXT': 'monocyte chemotactic protein-1', 'HGNC': '10618', 'MESH': 'D018932'}"	C1449159
27-OH	"(None, None)"	{'TEXT': '27-OH'}	C0220853
COX	"('FPLX', 'COX')"	"{'FPLX': 'COX', 'TEXT': 'Cox', 'NCIT': 'C26034', 'GO': 'GO:0005751', 'HGNC_GROUP': '643', 'ECCODE': '1.9.3.1', 'MESH': 'D003576'}"	C1565830
diclofenac	"('CHEBI', 'CHEBI:47381')"	"{'CHEBI': 'CHEBI:47381', 'TEXT': 'Diclofenac', 'CAS': '15307-86-5', 'HMDB': 'HMDB0014724', 'PUBCHEM': '3033', 'CHEMBL': 'CHEMBL139', 'MESH': 'D004008', 'DRUGBANK': 'DB00586'}"	C0012091
