"mrcuis"|"str"
C1415119|GLUTAMATE-AMMONIA LIGASE
C0067685|GLUTAMATE CARBOXYPEPTIDASE II
C1414925|GLUTAMATE DECARBOXYLASE 1
C0017786|GLUTAMATE DEHYDROGENASE, NOS
C0242910|GLUTAMATE RECEPTOR ANTAGONIST-CONTAINING PRODUCT
C1415287|GLUTAMATE RECEPTOR, IONOTROPIC, AMPA 1
C1415288|GLUTAMATE RECEPTOR, IONOTROPIC, AMPA 2
C1424528|GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE 3A
C1415303|GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, ASSOCIATED PROTEIN
C0061465|GLUTAMATE RECEPTORS
C0061467|GLUTAMATE TRANSPORTER
C0004002|GLUTAMIC-OXALOACETIC TRANSAMINASE
C0001899|GLUTAMIC-PYRUVIC TRANSAMINASE
C0017801|GLUTAMINE SYNTHETASE
C0245636|GLUTAMINYL-TRNA CYCLOTRANSFERASE
C0061506|GLUTARIC ACID
C0017817|GLUTATHIONE, NOS
C0017822|GLUTATHIONE PEROXIDASE
C0017824|GLUTATHIONE REDUCTASE (NAD(P)H)
C1421933|GLUTATHIONE S-TRANSFERASE, OMEGA-1
C1427885|GLUTATHIONE S-TRANSFERASE, OMEGA-2
C0017837|GLUTATHIONE TRANSFERASE
C0061700|GLYCATED ALBUMIN
C0598528|GLYCATION
C1136206|GLYCEMIC INDEX
C0017854|GLYCERALDEHYDE
C1414968|GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE
C0017889|GLYCEROPHOSPHORYLCHOLINE
C0017890|GLYCINE PRODUCT
C0017911|GLYCOGEN, NOS
C1415377|GLYCOGEN SYNTHASE 1
C0017932|GLYCOGEN SYNTHETASE
C0017952|GLYCOLYSIS
C0017968|GLYCOPROTEINS
C0017970|GLYCOPYRROLATE
C0017976|GLYCOSIDASES
C0017977|GLYCOSIDES
C0017978|GLYCOSPHINGOLIPIDS
C0017853|GLYCOSYLATED HEMOGLOBIN
C0017982|GLYCOSYLATION
C1414988|GLYCYL-TRNA SYNTHETASE
C0017992|GLYOXAL
C0268274|GM2 GANGLIOSIDOSIS, UNSPECIFIED
C0150598|GOAL SETTING
C1510458|GOATS
C1424728|GOLGI-ASSOCIATED, GAMMA-ADAPTIN EAR-CONTAINING, ARF-BINDING PROTEIN 3
C0018042|GOLGI COMPLEX, NOS
C0301819|GONADAL HORMONES
C0034811|GONADOLIBERIN RECEPTOR SITE
C0205170|GOOD
C1415181|GOT1 GENE
C0018099|GOUT, UNSPECIFIED, SITE UNSPECIFIED
C0018104|GOVERNMENT
C1333690|GPI GENE
C1415223|G PROTEIN-COUPLED ESTROGEN RECEPTOR 1
C1415206|G PROTEIN-COUPLED RECEPTOR 1
C0682972|G PROTEIN COUPLED RECEPTORS
C1415275|GPX1 GENE
C0017636|GRADE IV ASTROCYTOMA
C0812409|GRADIENT
C0441800|GRADING
C0010055|GRAFT;CORONARY ARTERY BYPASS
C0086369|GRAIN
C0061860|GRAMINE
C0337471|GRANDPARENTS
C0596630|GRANULE CELL
C0079459|GRANULOCYTE COLONY-STIMULATING FACTOR
C0079460|GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR
C0333454|GRANULOVACUOLAR DEGENERATION
C1313497|GRANZYME A
C1415382|GRANZYME K
C0018208|GRAPES
C0772454|GRAPE SEED EXTRACT
C0018220|GRAY MATTER OF NEURAXIS
C1333653|GRB2-ASSOCIATED BINDING PROTEIN 2
C0387800|GRB2-ASSOCIATED-BINDING PROTEIN 2
C0018226|GREECE
C0337806|GREEKS
C0120285|GREEN FLUORESCENT PROTEIN
C1384640|GREEN TEA
C1415299|GRIN2A GENE
C1415300|GRIN2B GENE
C0429271|GRIP STRENGTH
C1366490|GRK2 GENE
C1415311|GRN GENE
C0677549|GROSS MOTOR FUNCTIONS
C0150375|GROUP INSTRUCTION
C1367452|GROUP-SPECIFIC COMPONENT
C1428913|GROWTH ARREST- AND DNA DAMAGE-INDUCIBLE GADD45G-INTERACTING PROTEIN
C1415032|GROWTH/DIFFERENTIATION FACTOR 11
C1431343|GROWTH/DIFFERENTIATION FACTOR 15
C0018273|GROWTH DISORDERS
C0206454|GROWTH FACTOR RECEPTOR
C1333707|GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2
C0018284|GROWTH FACTORS
C1415063|GROWTH HORMONE RECEPTOR
C1154417|GROWTH HORMONE SECRETION
C0010454|GROWTH MEDIUM
C0244989|GSK-3
C1415320|GSK3A GENE
C1415321|GSK3B GENE
C0919534|GSTM1 GENE
C0919451|GSTP1 GENE
C0537086|GST-PI
C1333715|GSTT1 GENE
C1427594|GTP BINDING PROTEIN 4
C0763637|GTP-BINDING PROTEIN DI-RAS3
C0018301|GUADELOUPE ISLAND
C0018321|GUANINE
C1415157|GUANINE NUCLEOTIDE-BINDING PROTEIN, GAMMA-4
C0120465|GUANINE NUCLEOTIDE EXCHANGE FACTOR
C0018338|GUANOSINE CYCLIC 3',5'-(HYDROGEN PHOSPHATE)
C0018296|GUANOSINETRIPHOSPHATASE
C0061928|GUANOSINETRIPHOSPHATASE ACTIVATING PROTEIN
C0018353|GUANOSINE TRIPHOSPHATE (GTP)
C0018358|GUANYLATE CYCLASE
C0086376|GUANYL NUCLEOTIDE BINDING PROTEIN
C1123034|GUARANA
C1274041|GUARDIAN
C0016703|GUF
C0162791|GUIDELINES
C0302614|GUIDE, SURGICAL, INSTRUMENT
C0018387|GUINEA-BISSAU
C0999699|GUINEA PIG
C0085979|GUINEA PIGS
C0017562|GUMS
C0699819|GUT
C0018417|GYNECOLOGY
C0062739|H3 RECEPTOR
C0018464|HABITS
C0018517|HALF-LIFE
C0233762|HALLUCINATIONS AUDITORY
C0018524|HALLUCINATIONS, UNSPECIFIED
C0018546|HALOPERIDOL-CONTAINING PRODUCT
C0814942|HAN CHINESE
C1293900|HAND GRIP
C0018563|HAND, NOS
C0018591|HAPLOTYPE
C0018595|HAPTOGLOBINS
C0062124|HARMAN
C0679771|HARM REDUCTION
C1292721|HAS PROPERTY
C0598697|HAZARDS
C0440288|HAZELNUT, UNSPECIFIED
C0018670|HEAD STRUCTURE
C0018684|HEALTH
C0814098|HEALTH BELIEFS
C0086388|HEALTHCARE ACTIVITY
C0018696|HEALTH CARE SYSTEM
C0475309|HEALTH CENTRE
C1171307|HEALTH DISPARITY
C0018701|HEALTH EDUCATION
C0175637|HEALTH EVALUATION
C2362527|HEALTH LITERACY
C1550208|HEALTH OUTCOMES
C0237121|HEALTH-RELATED BEHAVIOUR
C4279947|HEALTH-RELATED QUALITY OF LIFE (HRQOL)
C0018747|HEALTH SERVICES
C1456613|HEALTH SYSTEMS
C0452415|HEALTHY DIET
C1708335|HEALTHY VOLUNTEER
C0175841|HEARING LEVELS
C0919661|HEART ALTERNATION
C0152021|HEART; DISEASE, CONGENITAL
C0010068|HEART; DISEASE, CORONARY
C1113667|HEART DISEASE RISK
C0018802|HEART FAILURE; CONGESTIVE
C0232197|HEART; FIBRILLATION
C0232164|HEART FUNCTIONS, UNSPECIFIED
C0007202|HEART/LUNG BYPASS
C0489835|HEART STUDY
C0018851|HEATING
C0018837|HEAT, NOS
C1415757|HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 1 LIKE
C1415764|HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 8
C1537388|HEAT SHOCK PROTEIN FAMILY B (SMALL) MEMBER 6
C1451001|HEAT-STABLE ENTEROTOXIN RECEPTOR
C0687132|HEAVY DRINKING
C1154714|HEAVY METAL CHELATION
C0347988|HEAVY METALS
C0489786|HEIGHT
C0018873|HELA CELLS
C0079487|HELICOBACTER INFECTIONS
C0085115|HELPER SUPPRESSOR RATIO DETERMINATION
C0018896|HELPING BEHAVIOR
C0206734|HEMANGIOBLASTOMA
C0018944|HEMATOMA, NOS
C1332710|HEMATOPOIETIC PROGENITOR CELL ANTIGEN CD34
C0018966|HEME GROUP
C2348951|HEME IRON
C0538674|HEME OXYGENASE 1
C0744741|HEME PROFILE
C2825407|HEMI
C1881036|HEMIZYGOSITY
C0019000|HEMOCYTE
C0019009|HEMODILUTION
C0019010|HEMODYNAMICS
C0019016|HEMOGLOBIN A
C0019018|HEMOGLOBIN A1C
C0019047|HEMOGLOBIN, ABNORMAL
C1314664|HEMOGLOBIN LEVEL
C0019046|HEMOGLOBINS
C4551514|HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 1
C0018956|HEMOPOIETIC STEM CELL
C0018974|HEMOPROTEINS
C0019080|HEMORRHAGE, UNSPECIFIED
C0553692|HEMORRHAGIC STROKE
C0019113|HEMOSIDERIN
C0005779|HEMOSTATIC FUNCTION, ABNORMAL
C0062503|HEPARAN SULFATE PROTEOGLYCAN
C0272285|HEPARIN-INDUCED THROMBOCYTOPENIA (HIT)
C0019143|HEPARITIN SULFATE
C1453952|HEPATIC TRIACYLGLYCEROL LIPASE
C0001306|HEPATITIS; ACUTE, ALCOHOLIC
C0856706|HEPATITIS B POSITIVE
C0220847|HEPATITIS C VIRUS (HCV)
C0276623|HEPATITIS; VIRUS, CHRONIC
C0524909|HEPATITIS; VIRUS, CHRONIC, TYPE B
C0019186|HEPATITIS VIRUSES
C0966897|HEPCIDIN
C1739039|HER1
C3146288|HERBAL
C1360419|HERBAL DRUGS
C0949854|HERBAL PREPARATIONS
C0019236|HERBICIDES
C0019240|HERBS
C0019247|HEREDITARY DISORDER, CONGENITAL
C0534369|HEREDITARY HEMOCHROMATOSIS PROTEIN
C0599986|HEREDITY; COUNSELING
C0019270|HERNIATION
C0019340|HERPES
C0019342|HERPES GENITALIS
C1318711|HERPES SIMPLEX TYPE 1 INFECTION
C0276226|HERPESVIRAL ENCEPHALITIS
C0019369|HERPESVIRUSES
C1825523|HETEROCHROMATIN PROTEIN 1-BINDING PROTEIN 3
C1512424|HETERODIMERIZATION
C1415634|HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A1
C0019425|HETEROZYGOUS GENOTYPE
C0019472|HEXOKINASE
C0019475|HEXOKINASE-2
C0019477|HEXOSAMINE
C0005270|HEXOSAMINIDASE
C1415537|HHEX GENE
C1299351|HIGH
C0238617|HIGH ALTITUDE
C0062708|HIGH DENSITY LIPOPROTEIN SUBFRACTION 1
C0596701|HIGH ENERGY COMPOUND
C1512456|HIGH PREVALENCE
C0684030|HIGH-RISK GROUP
C0870646|HIGH RISK POPULATIONS
C0425441|HIGH SATURATED FAT DIET
C3827339|HIGH SENSITIVITY TROPONIN T ASSAY
C1445913|HIGH SUGAR DIET
C0019557|HIP; FRACTURE
C4315130|HIPPOCAMPAL ATROPHY
C1504404|HIPPOCAMPAL SCLEROSIS
C0019564|HIPPOCAMPUS (BRAIN)
C3887642|HIPPOCAMPUS PROPER
C0596706|HIP SURGERY
C0019573|HIRUDIN
C0086409|HISPANICS
C0019593|HISTAMINE H2 RECEPTOR ANTAGONIST-CONTAINING PRODUCT
C1415801|HISTATIN 3
C0344441|HISTOLOGY (AS PURPOSE OF BIOPSY)
C1156200|HISTONE ACETYLATION
C1336632|HISTONE ACETYLTRANSFERASE KAT5
C1530358|HISTONE ACETYLTRANSFERASE P300
C0062773|HISTONE ACETYLTRANSFERASES (HAT)
C0019643|HISTONE DEACETYLASE
C1333891|HISTONE DEACETYLASE 1
C1334032|HISTONE DEACETYLASE 1
C1333893|HISTONE DEACETYLASE 4
C1333895|HISTONE DEACETYLASE 6
C1512474|HISTONE DEACETYLASE INHIBITOR-CONTAINING PRODUCT
C0019647|HISTONE H3
C3898882|HISTONE H3 ACETYL LYS27
C3829683|HISTONE H3 TRIMETHYL LYS4
C0019648|HISTONE H4
C1156199|HISTONE MODIFICATION
C0019652|HISTONES
C0677043|HISTOPATHOLOGY
C0199182|HISTORY TAKING, NOS
C0596020|HITS
C0162714|HIV PROTEASE INHIBITORS
C0001849|HIV-RELATED DEMENTIA
C0744979|HIV RISK
C4082587|HLA CLASS II HISTOCOMPATIBILITY ANTIGEN GAMMA CHAIN
C4049595|HLA COMPLEX
C0122020|HLA-DQB1
C0019796|HMGB1
C0047420|HMG-COA
C1415615|HMGCR GENE
C1333912|HMGN1 GENE
C1415636|HNRNPA2B1 GENE
C0424337|HOARDING
C0475647|HOME EXERCISE PROGRAMME
C0019855|HOME HEALTH CARE
C0425241|HOMELESS FAMILY
C0019863|HOMELESS PERSONS
C0555052|HOMEMAKERS
C1384665|HOMEOSTATIC IRON REGULATOR
C1561987|HOMEOSTATIC MECHANISM
C0019868|HOMEOSTATIC PROCESS
C3495426|HOMOCYSTEINEMIA
C0751202|HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY
C0019880|HOMOCYSTINURIA, NOS
C0450127|HOMOGRAFTS
C1334043|HOMOLOGOUS GENE
C1512488|HOMOLOGOUS PROTEIN
C0019898|HOMOSEXUALS
C0178681|HOMOVANILLATE
C0019904|HOMOZYGOUS GENOTYPE
C0870663|HONESTY
C0323351|HONEY BEE
C0392347|HOPE
C0458083|HORMONAL
C1134488|HORMONAL CHANGES
C0599750|HORMONE DEFICIENCY
C0312426|HORMONE PRODUCTION
C0019932|HORMONES
C0279025|HORMONE TREATMENT
C0019939|HORNS
C0184673|HOSPITAL ADMISSION, EMERGENCY, NOS
C0184666|HOSPITAL ADMISSION, NOS
C0020003|HOSPITAL AND COMMUNITY
C0587906|HOSPITAL CLINIC
C0870668|HOSPITALIZED PATIENTS
C0085556|HOSPITAL MORTALITY
C0019994|HOSPITALS
C0019988|HOSPITAL UNIT
C1167395|HOST
C0442519|HOUSE
C0557163|HOUSEHOLD INCOME
C0020052|HOUSEHOLDS
C0020056|HOUSING
C0008562|HPLC
C0079488|H. PYLORI
C0018810|HR
C0010343|HRV
C3715113|HSD11B1 WT ALLELE
C0018847|HSP27
C0243044|HSP90
C1825546|HSP90B1 GENE
C1415761|HSPA5 GENE
C1333928|HSPB1 GENE
C1424667|HSPH1 GENE
C0018510|HTI
C1415809|HTR2A GENE
C0001490|HUMAN ADENOVIRUS, NOS
C0027362|HUMAN AGE GROUP
C0242821|HUMAN BODY
C0682523|HUMAN CELL LINE
C0427861|HUMAN CELLS
C0020119|HUMAN DEVELOPMENT
C0318598|HUMAN ENTERIC CALICIVIRUS
C0314604|HUMAN GENE, NOS
C0017429|HUMAN GENOME
C1366514|HUMAN GROWTH FACTOR-REGULATED TYROSINE KINASE SUBSTRATE
C0206679|HUMAN HERPESVIRUS 1
C0014644|HUMAN HERPESVIRUS 4
C0149678|HUMAN HERPESVIRUS 4 INFECTION
C0019682|HUMAN IMMUNODEFICIENCY VIRUS, NOS
C0019733|HUMAN LEUCOCYTE ANTIGEN A2
C0248450|HUMAN LEUCOCYTE ANTIGEN A23(9)
C0062802|HUMAN LEUCOCYTE ANTIGEN A24(9)
C0019721|HUMAN LEUCOCYTE ANTIGEN (HLA)
C0440470|HUMAN MATERIAL
C0596728|HUMAN OLD AGE (65+)
C1148523|HUMAN PARTURITION, FUNCTION
C0544357|HUMAN PLASMA
C0304925|HUMAN SERUM ALBUMIN PREPARATION
C2349001|HUMAN SUBJECT
C0440744|HUMAN TISSUE
C0199798|HUMAN VACCINATION
C0178694|HUMAN VERY OLD AGE (85+)
C0020166|HUMIC ACID
C1155229|HUMORAL IMMUNE RESPONSE
C0020967|HUMORAL IMMUNITY
C0330544|HUMULUS LUPULUS / COMMON HOP
C0872896|HUMULUS LUPULUS EXTRACT
C0020179|HUNTINGTONS DISEASE
C0063033|HUPERZINE A
C0333438|HYALINOSIS
C0020205|HYBRIDS (BIOLOGY)
C0020223|HYDRALAZINE-CONTAINING PRODUCT
C0682951|HYDRAZIDES
C0020235|HYDRAZONES
C0020255|HYDROCEPHALY
C1512523|HYDROCHLORIDE SALT
C0982446|HYDROGENATED VEGETABLE OIL
C0020281|HYDROGEN PEROXIDE PRODUCT
C0020282|HYDROGEN SULPHIDE
C0020289|HYDROLASES
C0020291|HYDROLYSIS
C0122759|HYDRON
C0475370|HYDROPHILICITY
C0678607|HYDROPHOBIC INTERACTION
C0220853|HYDROXIDE ION (OH)
C0020317|HYDROXY ACIDS
C0020339|HYDROXYCHOLESTEROL
C0020361|HYDROXYINDOLEACETIC ACID (HIAA)
C0700307|HYDROXYL GROUP (OH) - THAT CONSISTS OF AN OXYGEN ATOM JOINED TO A HYDROGEN ATOM
C0063146|HYDROXYL RADICAL
C1415597|HYDROXYMETHYLBILANE SYNTHASE
C0207262|HYDROXYMETHYLGLUTARYL-COA REDUCTASE (NADPH) KINASE
C0020374|HYDROXYMETHYLGLUTARYL COENZYME A REDUCTASES
C1825528|HYDROXYSTEROID 17-BETA DEHYDROGENASE 10
C0398353|HYPERCAPNIC RESPIRATORY FAILURE
C0020440|HYPERCARBIA
C0020443|HYPERCHOLESTEROLEMIA, NOS
C0001622|HYPERCORTISOLISM
C0856984|HYPEREXCITABILITY
C0814034|HYPEREXCITABILITY
C0017687|HYPERGLYCEMIC-GLYCOGENOLYTIC FACTOR PREPARATION
C0020459|HYPERINSULINISM SYNDROME
C0342952|HYPERMETABOLISM
C1512554|HYPERMETHYLATION
C0085681|HYPERPHOSPHATEMIA
C0014173|HYPERPLASIA;ENDOMETRIUM
C0268528|HYPERPROLINEMIA, NOS
C0235222|HYPERTENSION, DIASTOLIC
C0751892|HYPERTENSIVE INTRACEREBRAL HEMORRHAGE
C0203597|HYPERTHERMIA TREATMENT, NOS
C0020557|HYPERTRIGLYCERIDEMIA
C1383860|HYPERTROPHY; HEART
C0020564|HYPERTROPHY, NOS
C0020591|HYPNOTICS
C0151718|HYPOCHOLESTEROLEMIA, NOS
C1415502|HYPOCRETIN RECEPTOR 2
C0268070|HYPOCUPREMIA, NOS
C0679221|HYPOFUNCTION
C0405580|HYPOFUNCTION; ADRENOCORTICAL
C0020616|HYPOGLYCEMIC DRUG, NOS
C0745153|HYPOGLYCEMIC EPISODE
C0020619|HYPOGONADOTROPISM
C2748055|HYPOINSULINAEMIA
C0342892|HYPOLIPIDEMIA
C0347938|HYPOMETABOLISM
C0544820|HYPOMYELINATION
C0442856|HYPOPERFUSION
C0016395|HYPOPLASIA; FOCAL DERMAL
C0857353|HYPOTENSIVE
C0003364|HYPOTENSIVE AGENTS
C0520541|HYPOTENSIVE EPISODE
C0301821|HYPOTHALAMIC INHIBITORY FACTOR (HIF)
C0597719|HYPOTHALAMIC PITUITARY ADRENAL (HPA) AXIS
C0678897|HYPOTHALAMIC PITUITARY AXIS
C0020663|HYPOTHALAMUS, NOS
C1836672|HYPOTRICHOSIS 7
C0020684|HYPOXANTHINE
C0700292|HYPOXEMIA
C0215848|HYPOXIA-INDUCIBLE FACTOR-1
C0020699|HYSTERECTOMY, NOS
C3813126|IAPP WT ALLELE
C0020738|IBOTENIC ACID
C0123047|IBUDILAST
C0745212|IBUPROFEN TREATMENT
C0020746|ICE
C0020748|ICE HOCKEY
C0337808|ICELANDERS
C0239849|ICHTHYOSIS; FETALIS
C1123005|ICI 182780
C1550748|ICV
C1512612|IDEAL
C1550043|IDENTIFIED
C0277553|IDIOPATHIC DISEASE, NOS
C0140080|IGF1R
C1446147|IGG INDEX
C0663914|I-KAPPA-B KINASE
C0020898|ILLINOIS
C0020899|ILLITERATE
C1704922|IMAGE
C0200765|IMAGE ANALYSIS, NOS
C2697663|IMAGE REGISTRATION
C0011923|IMAGING
C1275506|IMAGING - ACTION
C0203860|IMAGING OF BRAIN
C0079595|IMAGING TECHNIQUES
C0935989|IMATINIB-CONTAINING PRODUCT
C0939537|IMATINIB MESYLATE
C1397014|IMBALANCE
C0342579|IMBALANCE; ELECTROLYTE
C0020934|IMIPRAMINE-CONTAINING PRODUCT
C0231441|IMMOBILITY
C0439662|IMMUNE
C4330475|IMMUNE CELL
C0301889|IMMUNE DEFECT, NOS
C0001175|IMMUNE DEFICIENCY SYNDROME ACQUIRED <AIDS>
C0312740|IMMUNE EFFECTOR CELL
C0301872|IMMUNE RESPONSE, UNSPECIFIED
C0020964|IMMUNITY
C0205991|IMMUNIZATION, ACTIVE
C0020980|IMMUNOASSAY METHOD
C0020985|IMMUNOBLOTTING
C0242349|IMMUNOCYTOCHEMISTRY TEST
C0079835|IMMUNOELECTRON MICROSCOPY
C0016318|IMMUNOFLUORESCENCE TECHNIQUE
C0079603|IMMUNOFLUORESCENCE TECHNIQUE
C0003320|IMMUNOGENS
C0202087|IMMUNOGLOBULIN G MEASUREMENT
C0020856|IMMUNOGLOBULIN IGG2
C0020860|IMMUNOGLOBULIN IGG4
C0020852|IMMUNOGLOBULIN IGG, NOS
C1512661|IMMUNOGLOBULIN-LIKE V-TYPE DOMAIN
C0021027|IMMUNOGLOBULIN STRUCTURE
C0205470|IMMUNOLOGIC
C0021053|IMMUNOLOGIC DISORDERS
C1817756|IMMUNOLOGIC FUNCTION
C0034817|IMMUNOLOGIC RECEPTOR SITE
C0021054|IMMUNOLOGIC SUBSTANCE
C0020963|IMMUNOLOGIC UNRESPONSIVENESS
C1527392|IMMUNOMODULATOR-CONTAINING PRODUCT
C1963758|IMMUNOMODULATORY THERAPY
C0079611|IMMUNOPHENOTYPING
C0021069|IMMUNOPRECIPITATION
C0020971|IMMUNOPROPHYLAXIS
C0597879|IMMUNOREACTIVITY
C0596761|IMMUNOSENESCENCE
C0001551|IMMUNOSTIMULANTS
C0005525|IMMUNOTHERAPEUTIC AGENT
C0876248|IMMUNOTHERAPEUTIC AGENT
C0021083|IMMUNOTHERAPY, NOS
C0159069|IMPAIRED GLUCOSE TOLERANCE TEST
C0338656|IMPAIRMENT;COGNITIVE
C0011373|IMPLANTABLE DENTAL PROSTHESIS
C0021102|IMPLANT, NOS
C1881145|IMPRECISION
C0596764|IMPRESSION
C2986411|IMPROVEMENT
C0021125|IMPULSIVITY
C0003537|INABILITY TO UNDERSTAND OR EXPRESS LANGUAGE
C4524801|INACCURATE INFORMATION
C0544461|INACTIVATION
C0205412|INADEQUATE
C0021144|INBREEDING
C1551358|INCIDENT
C0332257|INCLUDING
C0007637|INCLUSION BODY
C0021162|INCOME (ECONOMIC)
C1629507|INCONCLUSIVE
C0021167|INCONTINENCE, NOS
C0205217|INCREASED
C0442805|INCREASED
C1372180|INCREASED CELLULAR DEATH
C1372273|INCREASED CYTOKINE PRODUCTION
C0277889|INCREASED DIASTOLIC ARTERIAL PULSE PRESSURE
C0301590|INCREASED ENERGY DIET
C0521974|INCREASED FAT DIET
C0017747|INCREASED GLUCOSE LEVEL
C1372517|INCREASED PHAGOCYTOSIS
C1705117|INCREMENT
C1562292|INCRETIN HORMONE
C0085862|INDEPENDENCE (PERSONALITY)
C0021189|INDEPENDENT LIVING
C0681367|INDEPENDENT STUDY
C0918012|INDEX
C0021201|INDIA
C1524069|INDIAN SUB-CONTINENT (NMO)
C0021212|INDICATOR
C0079891|INDIGENOUS POPULATIONS
C0237401|INDIVIDUAL
C0021228|INDIVIDUALITY
C0021236|INDOLE
C0596771|INDOLEAMINE
C1416433|INDOLEAMINE 2,3-DIOXYGENASE 1
C1268819|INDUCED PLATELET AGGREGATION
C0205263|INDUCTION
C0857127|INDUCTION PROCEDURE
C0021267|INDUSTRY
C0007439|INDWELLING CATHETER
C0231184|INEFFICIENCY
C0021270|INFANTS
C0333548|INFARCT, ACUTE
C0333556|INFARCT, CYSTIC
C0007785|INFARCTION; CEREBRAL
C0021308|INFARCT, NOS
C3714514|INFECTION
C0004623|INFECTION; BACTERIAL
C0006015|INFECTION; BORDETELLA
C0012546|INFECTION DUE TO CORYNEBACTERIUM DIPHTHERIAE
C0314732|INFECTIOUS AGENT, NOS
C0019191|INFECTIOUS CANINE HEPATITIS
C1541923|INFECTIVE ENDOCARDITIS
C0729584|INFECTIVE MENINGITIS
C0679201|INFERENCE
C0582740|INFERIOR FRONTAL CORTEX
C0011560|INFILTRATE; AMYLOID
C0014038|INFLAMMATION; CEREBRAL
C0021368|INFLAMMATION, NOS
C0014118|INFLAMMATION OF THE HEART VALVE
C0333348|INFLAMMATORY
C0003864|INFLAMMATORY ARTHROPATHY
C0021390|INFLAMMATORY BOWEL DISEASES
C0333361|INFLAMMATORY CELL INFILTRATION, ACUTE
C0021376|INFLAMMATORY CELL INFILTRATION, CHRONIC
C0178264|INFLAMMATORY DISEASE OF THE CENTRAL NERVOUS SYSTEM, NOS
C1290884|INFLAMMATORY DISORDER
C4054723|INFLUENCE
C0021400|INFLUENZA, NOS
C0021403|INFLUENZA VIRUS VACCINE, UNSPECIFIED FORMULATION
C1550484|INFORMANT
C1533716|INFORMATION
C0012625|INFORMATION DISCLOSURE
C0700301|INFORMATION PROCESSING
C2986490|INFORMATIVE
C0204032|INFRARED THERAPY
C1998546|INFRASTRUCTURE
C0441939|INFRATENTORIAL
C0677874|IN FULL REMISSION
C0574032|INFUSION TECHNIQUE
C0232478|INGESTION
C1372955|INGRD
C1550600|INGREDIENT
C1179837|INHALED AIR
C0439660|INHERITED
C1999216|INHIBITOR
C0682694|INHIBITORY INTERNEURON
C0205265|INITIAL
C0589507|INITIATION
C0424093|INITIATIVE
C1272883|INJECTION DEVICE
C0199779|INJECTION OF ANTIBIOTIC
C0560612|INJURY BY MECHANISM
C0270611|INJURY; CEREBRAL
C0751814|INJURY; CEREBRAL VESSELS
C0005700|INJURY DUE TO EXPLOSION
C0274281|INJURY DUE TO EXPOSURE TO EXTERNAL CAUSES
C0230840|INNER MITOCHONDRIAL MEMBRANE
C0021516|INNERVATION
C0021521|INORGANIC COMPOUNDS
C0063593|INOSITOL-1,4,5-TRISPHOSPHATE 5-PHOSPHATASE
C1428845|INOSITOL 1,4,5-TRISPHOSPHATE RECEPTOR INTERACTING PROTEIN
C0021562|INPATIENT
C0019993|INPATIENT CARE
C1708517|INPUT
C0221503|INSANITY
C0021576|INSECTICIDES
C1512796|INSERTION MUTATION
C0233820|INSIGHT (PSYCHOTHERAPEUTIC PROCESS)
C0162788|IN-SITU HYBRIDIZATION
C0004048|INSPIRATION
C0021622|INSTITUTE
C0868975|INSTITUTIONAL CARE
C0021629|INSTITUTIONALIZATION
C0562359|INSTITUTIONALIZED
C0302828|INSTRUCTION
C1290928|INSTRUMENTAL ACTIVITY OF DAILY LIVING
C1415875|INSULIN-DEGRADING ENZYME
C0858734|INSULIN; HYPOGLYCEMIA
C0123256|INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 1
C0123257|INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 2
C0123707|INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 3
C0123259|INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 5
C1415932|INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 7
C1456383|INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN, ACID-LABILE SUBUNIT
C0074825|INSULIN-LIKE GROWTH FACTOR-BINDING PROTEINS
C0140079|INSULIN-LIKE GROWTH FACTOR RECEPTOR
C1448132|INSULIN RECEPTOR
C0034818|INSULIN RECEPTOR SITE
C0123658|INSULIN RECEPTOR SUBSTRATE 1
C1334191|INSULIN RECEPTOR SUBSTRATE 2
C0021655|INSULIN RESISTANCE
C1256369|INSULIN SECRETION
C0920563|INSULIN SENSITIVITY
C1512804|INSULIN SIGNALING PATHWAY
C0430191|INSULIN SUPPRESSION TEST
C0745343|INSULIN TREATMENT
C0021669|INSULYSIN
C0021675|INSURER
C0205266|INTACT
C1512806|INTAKE
C1416512|INTEGRAL MEMBRANE PROTEIN 2B
C0309311|INTEGRATOR
C1706057|INTEGRATOR DEVICE
C1701032|INTEGRIN ALPHA-M
C3714756|INTELLECTUAL FUNCTIONING DISABILITY
C0392334|INTELLECTUAL FUNCTIONS
